NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
D0193920,911,SILENT 911 CALL,2F,911,SILENT 911 CALL,2F,3678805,537543,04/02/2020 01:57:02 PM,04/02/2020 01:58:09 PM,,04/02/2020 01:58:37 PM,NAT,Necessary Action Taken,N,1J04,011XX N Tonti St,70119,1,POINT (-90.0763693 29.97214002)
D0194020,38,SIMPLE ASSAULT,1F,66,EXTORTION (THREATS),1H,3666237,552033,04/02/2020 01:57:11 PM,04/02/2020 03:37:03 PM,04/02/2020 03:47:13 PM,04/02/2020 04:51:39 PM,RTF,REPORT TO FOLLOW,N,3C02,066XX Pontchartrain Blvd,70124,3,POINT (-90.11557651 30.01235668)
D0194220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680192,541640,04/02/2020 01:57:31 PM,04/02/2020 01:57:31 PM,04/02/2020 01:57:31 PM,04/02/2020 02:21:59 PM,NAT,Necessary Action Taken,Y,1C02,N Broad St & Saint Bernard Ave,70119,1,POINT (-90.07184858 29.98336334)
D0194320,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3685889,534935,04/02/2020 01:58:08 PM,04/02/2020 03:50:27 PM,04/02/2020 03:52:05 PM,04/02/2020 04:02:58 PM,GOA,GONE ON ARRIVAL,N,5B01,Royal St & Mandeville St,70117,5,POINT (-90.05408882 29.96475186)
D0194520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681624,533643,04/02/2020 02:00:43 PM,04/02/2020 02:00:43 PM,04/02/2020 02:00:43 PM,04/02/2020 02:31:04 PM,NAT,Necessary Action Taken,Y,8E01,N Rampart St & Saint Ann St,70116,8,POINT (-90.06760428 29.96133037)
D0194620,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3666964,533635,04/02/2020 02:01:02 PM,04/02/2020 03:52:28 PM,04/02/2020 03:53:53 PM,04/02/2020 04:03:53 PM,GOA,GONE ON ARRIVAL,N,2U04,032XX S Carrollton Ave,70125,2,POINT (-90.11389764 29.9617467)
D0194720,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3660495,518746,04/02/2020 02:01:43 PM,04/02/2020 02:01:43 PM,04/02/2020 02:01:47 PM,04/02/2020 02:43:43 PM,NAT,Necessary Action Taken,N,2A01,064XX River Dr,70118,2,POINT (-90.134817 29.92099377)
D0194820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668851,526167,04/02/2020 02:04:12 PM,04/02/2020 02:04:12 PM,04/02/2020 02:04:16 PM,04/02/2020 02:23:10 PM,NAT,Necessary Action Taken,N,2Q03,029XX Robert St,70125,2,POINT (-90.10819045 29.94115666)
D0194920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3690786,536937,04/02/2020 02:05:05 PM,04/02/2020 02:05:05 PM,04/02/2020 02:05:10 PM,04/02/2020 02:22:19 PM,NAT,Necessary Action Taken,N,5D03,014XX Blk Gallier St,70117,5,POINT (-90.03855261 29.97010535)
D0195020,21,COMPLAINT OTHER,1J,106,"OBSCENITY, EXPOSING",2C,3715848,557695,04/02/2020 02:06:47 PM,04/02/2020 06:25:18 PM,04/02/2020 06:31:59 PM,04/02/2020 06:44:56 PM,GOA,GONE ON ARRIVAL,N,7J03,049XX Bright Dr,70127,7,POINT (-89.95862115 30.02637996)
D0195120,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3730872,563639,04/02/2020 02:07:18 PM,04/02/2020 05:49:32 PM,04/02/2020 06:07:55 PM,04/02/2020 06:10:54 PM,NAT,Necessary Action Taken,N,7L04,050XX Henri Dr,70129,7,POINT (-89.910914 30.04222031)
D0195320,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3717464,566342,04/02/2020 02:08:12 PM,04/02/2020 02:08:12 PM,04/02/2020 02:08:12 PM,04/02/2020 02:45:21 PM,NAT,Necessary Action Taken,Y,7K02,130XX S I-10 Service Rd,70128,7,POINT (-89.9531847 30.05010295)
D0195420,21,COMPLAINT OTHER,1J,67,THEFT,1G,3678530,523751,04/02/2020 02:08:29 PM,04/02/2020 03:58:43 PM,04/02/2020 04:00:54 PM,04/02/2020 04:23:52 PM,NAT,Necessary Action Taken,N,6E01,Prytania St & Saint Andrew St,70130,6,POINT (-90.07771657 29.9342251)
D0195520,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3683126,531854,04/02/2020 02:08:52 PM,04/02/2020 02:08:52 PM,04/02/2020 02:08:56 PM,04/02/2020 02:25:36 PM,NAT,Necessary Action Taken,N,8B02,006XX Decatur St,70130,8,POINT (-90.062922 29.95636728)
D0195620,103F,FIGHT,2D,34D,AGGRAVATED BATTERY DOMESTIC,2C,3707323,559201,04/02/2020 02:09:31 PM,04/02/2020 02:12:27 PM,04/02/2020 02:20:02 PM,04/02/2020 02:32:39 PM,GOA,GONE ON ARRIVAL,N,7R04,068XX Tara Ln,70127,7,POINT (-89.98550233 30.03080077)
D0195720,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3665407,549560,04/02/2020 02:09:33 PM,04/02/2020 02:17:08 PM,04/02/2020 02:23:57 PM,04/02/2020 02:30:16 PM,NAT,Necessary Action Taken,N,3B03,002XX W Harrison Ave,70124,3,POINT (-90.11828109 30.00558096)
D0195820,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3710014,561964,04/02/2020 02:09:47 PM,04/02/2020 02:09:47 PM,04/02/2020 02:09:47 PM,04/02/2020 02:14:00 PM,NAT,Necessary Action Taken,Y,7I06,Read Blvd & N I-10 Service Rd,70127,7,POINT (-89.97689536 30.0383103)
D0195920,107,SUSPICIOUS PERSON,2C,67,THEFT,1G,3670760,530127,04/02/2020 02:10:46 PM,04/02/2020 02:13:53 PM,04/02/2020 02:20:13 PM,04/02/2020 02:24:00 PM,NAT,Necessary Action Taken,N,2V02,S Dupre St & Eden St,70125,2,POINT (-90.10202776 29.95198856)
D0196120,62C,SIMPLE BURGLARY VEHICLE,0A,62C,SIMPLE BURGLARY VEHICLE,1G,3681358,535802,04/02/2020 02:18:12 PM,04/02/2020 04:04:16 PM,04/02/2020 04:05:33 PM,04/02/2020 05:30:24 PM,RTF,REPORT TO FOLLOW,N,1F02,015XX Blk Governor Nicholls St,70116,1,POINT (-90.06836793 29.96727405)
D0196220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3697188,537557,04/02/2020 02:19:31 PM,04/02/2020 02:19:31 PM,04/02/2020 02:19:31 PM,04/02/2020 02:42:10 PM,NAT,Necessary Action Taken,Y,5I01,Forstall St & N Johnson St,70117,5,POINT (-90.01831401 29.97160974)
D0193720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3716807,557814,04/02/2020 01:53:24 PM,04/03/2020 02:39:41 AM,04/03/2020 02:58:35 AM,04/03/2020 03:01:28 AM,GOA,GONE ON ARRIVAL,N,7J04,049XX Maid Marion Dr,70128,7,POINT (-89.95558487 30.02667668)
C3755220,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,03/31/2020 03:16:23 PM,03/31/2020 03:16:23 PM,03/31/2020 03:16:23 PM,03/31/2020 03:34:16 PM,NAT,Necessary Action Taken,Y,8H01,Girod St & Baronne St,70113,8,POINT (0 0)
D0196420,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3682534,532444,04/02/2020 02:25:02 PM,04/02/2020 04:42:14 PM,04/02/2020 04:43:50 PM,04/02/2020 04:44:36 PM,GOA,GONE ON ARRIVAL,N,8C03,Saint Peter St & Royal St,70130,8,POINT (-90.06477006 29.95800744)
D0196520,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,2A,3672140,531287,04/02/2020 02:29:40 PM,04/02/2020 02:30:21 PM,04/02/2020 02:34:27 PM,04/02/2020 02:36:37 PM,NAT,Necessary Action Taken,N,6N02,011XX S Broad St,70125,6,POINT (-90.09763152 29.95513745)
D0196620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665701,534085,04/02/2020 02:34:04 PM,04/02/2020 02:34:04 PM,04/02/2020 02:34:29 PM,04/02/2020 02:48:01 PM,NAT,Necessary Action Taken,N,2T02,Cambronne St & Earhart Blvd,70118,2,POINT (-90.11787084 29.96302014)
D0196720,21,COMPLAINT OTHER,1J,56,SIMPLE CRIMINAL DAMAGE,1F,3684968,555885,04/02/2020 02:38:46 PM,04/02/2020 04:11:52 PM,04/02/2020 04:12:01 PM,04/02/2020 04:12:33 PM,NAT,Necessary Action Taken,N,3S07,Saint Roch Ave & Robert E Lee Blvd,70122,3,POINT (-90.05626044 30.0223874)
D0196820,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3684597,543940,04/02/2020 02:39:02 PM,04/02/2020 04:13:23 PM,04/02/2020 04:22:08 PM,04/02/2020 04:33:41 PM,GOA,GONE ON ARRIVAL,N,3Y01,030XX Elysian Fields Ave,70122,3,POINT (-90.0578534 29.98955382)
D0196920,21N,NOISE COMPLAINT,1G,21N,NOISE COMPLAINT,1G,3669218,535904,04/02/2020 02:40:06 PM,04/02/2020 03:05:10 PM,04/02/2020 03:22:08 PM,04/02/2020 04:04:10 PM,GOA,GONE ON ARRIVAL,N,1K02,040XX S Carrollton Ave,70119,1,POINT (-90.106702 29.96791756)
D0197020,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3699965,534382,04/02/2020 02:40:16 PM,04/02/2020 03:59:57 PM,04/02/2020 04:20:39 PM,04/02/2020 04:57:28 PM,NAT,Necessary Action Taken,N,5E03,014XX Tupelo St,70117,5,POINT (-90.00965747 29.96279259)
D0197120,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3706564,561204,04/02/2020 02:41:58 PM,,,04/02/2020 04:48:05 PM,VOI,VOID,N,7O10,071XX Salem Dr,70127,7,POINT (-89.98782613 30.03633303)
D0197220,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),1C,3661814,532248,04/02/2020 02:42:06 PM,04/02/2020 03:25:57 PM,04/02/2020 04:50:54 PM,04/02/2020 05:14:51 PM,-13,Clear,N,2K02,088XX Spruce St,70118,2,POINT (-90.13020526 29.95808158)
D0197320,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3695956,554017,04/02/2020 02:43:10 PM,04/02/2020 04:44:47 PM,04/02/2020 04:59:27 PM,04/02/2020 05:25:52 PM,RTF,REPORT TO FOLLOW,N,7A02,Downman Rd & Odin St,70126,7,POINT (-90.02160772 30.0169088)
D0197420,63,PROWLER,1A,63,PROWLER,2E,3686460,535024,04/02/2020 02:43:37 PM,04/02/2020 03:25:04 PM,04/02/2020 03:38:37 PM,04/02/2020 04:07:14 PM,GOA,GONE ON ARRIVAL,N,5B01,024XX Royal St,70117,5,POINT (-90.05228192 29.96498105)
D0197520,63,PROWLER,1A,63,PROWLER,2E,3696303,551622,04/02/2020 02:44:15 PM,04/02/2020 05:15:16 PM,04/02/2020 05:21:37 PM,04/02/2020 05:24:57 PM,GOA,GONE ON ARRIVAL,N,7C03,039XX Downman Rd,70126,7,POINT (-90.02060041 30.01031351)
D0197620,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3666590,528936,04/02/2020 02:45:12 PM,04/02/2020 03:29:55 PM,04/02/2020 03:38:13 PM,04/02/2020 04:04:33 PM,RTF,REPORT TO FOLLOW,N,2M04,Audubon Blvd & S Claiborne Ave,70125,2,POINT (-90.11523533 29.94883686)
D0197720,106,"OBSCENITY, EXPOSING",2C,106,"OBSCENITY, EXPOSING",2C,3698532,551706,04/02/2020 02:45:33 PM,04/02/2020 03:22:51 PM,04/02/2020 03:30:36 PM,04/02/2020 03:35:25 PM,GOA,GONE ON ARRIVAL,N,7C01,064XX Chef Menteur Hwy,70126,7,POINT (-90.01355388 30.01047264)
D0197820,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3670763,555977,04/02/2020 02:46:24 PM,,,04/02/2020 02:57:53 PM,VOI,VOID,N,3G02,073XX Agate St,70124,3,POINT (-90.10114293 30.02306676)
D0197920,64A,HOLD UP ALARM,2D,62A,"BURGLAR ALARM, SILENT",2E,3679189,532045,04/02/2020 02:47:01 PM,04/02/2020 02:49:32 PM,04/02/2020 02:53:11 PM,04/02/2020 03:14:39 PM,NAT,Necessary Action Taken,N,8J04,014XX Canal St,70112,8,POINT (-90.07534916 29.95701059)
D0198020,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3679553,528670,04/02/2020 02:47:52 PM,04/02/2020 03:13:45 PM,04/02/2020 03:17:45 PM,04/02/2020 03:22:44 PM,NAT,Necessary Action Taken,N,8H01,007XX Baronne St,70113,8,POINT (-90.07431489 29.94772018)
D0198120,58,RETURN FOR ADDITIONAL INFO,0A,58,RETURN FOR ADDITIONAL INFO,1I,3696164,520865,04/02/2020 02:48:32 PM,04/02/2020 04:12:45 PM,04/02/2020 04:14:51 PM,04/02/2020 04:39:40 PM,GOA,GONE ON ARRIVAL,N,4J01,035XX General De Gaulle Dr,70114,4,POINT (-90.02215173 29.92574553)
D0198220,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682723,527112,04/02/2020 02:50:21 PM,04/02/2020 02:50:21 PM,,04/02/2020 02:51:00 PM,NAT,Necessary Action Taken,N,8A01,008XX Convention Center Blvd,70130,8,POINT (-90.06436261 29.94333891)
D0198320,21,COMPLAINT OTHER,1J,56,SIMPLE CRIMINAL DAMAGE,1F,3707261,559207,04/02/2020 02:50:22 PM,04/02/2020 04:20:29 PM,04/02/2020 04:22:33 PM,04/02/2020 05:18:45 PM,NAT,Necessary Action Taken,N,7R04,068XX Tara Ln,70127,7,POINT (-89.98569643 30.03081867)
D0198420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680254,541617,04/02/2020 02:50:28 PM,04/02/2020 02:50:28 PM,04/02/2020 02:50:35 PM,04/02/2020 03:06:03 PM,NAT,Necessary Action Taken,N,5K04,N Broad St & Saint Bernard Ave,70119,5,POINT (-90.0716529 29.98329859)
D0198620,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3692661,536271,04/02/2020 02:54:32 PM,04/02/2020 03:23:44 PM,04/02/2020 03:34:40 PM,04/02/2020 04:29:31 PM,NAT,Necessary Action Taken,N,5D03,France St & N Villere St,70117,5,POINT (-90.032655 29.968218)
D0198720,67,THEFT,0A,67,THEFT,1G,3662167,526682,04/02/2020 02:54:32 PM,04/02/2020 04:26:46 PM,04/02/2020 04:27:32 PM,04/02/2020 05:40:12 PM,RTF,REPORT TO FOLLOW,N,2H02,077XX Burthe St,70118,2,POINT (-90.12927614 29.94276722)
D0198820,67F,THEFT BY FRAUD,0A,67F,THEFT BY FRAUD,1D,3671129,532675,04/02/2020 02:56:02 PM,04/02/2020 04:40:07 PM,04/02/2020 04:41:32 PM,04/02/2020 05:44:23 PM,RTF,REPORT TO FOLLOW,N,6N02,044XX Euphrosine St,70125,6,POINT (-90.10077645 29.9589844)
D0198920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3675980,525255,04/02/2020 02:56:36 PM,,,04/02/2020 03:07:23 PM,VOI,VOID,N,6F03,022XX Philip St,70113,6,POINT (-90.08571536 29.93843663)
D0199120,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3672767,526765,04/02/2020 02:58:17 PM,04/02/2020 02:59:36 PM,04/02/2020 03:04:14 PM,04/02/2020 03:09:09 PM,NAT,Necessary Action Taken,N,6K01,028XX S Claiborne Ave,70125,6,POINT (-90.09580538 29.94268459)
D0199220,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3692978,529591,04/02/2020 02:58:23 PM,04/02/2020 02:58:23 PM,,04/02/2020 07:46:10 PM,NAT,Necessary Action Taken,N,4H02,024XX Sanctuary Dr,70114,4,POINT (-90.03189416 29.94983828)
D0199320,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3674112,527432,04/02/2020 02:59:08 PM,04/02/2020 02:59:08 PM,04/02/2020 02:59:16 PM,04/02/2020 03:24:45 PM,NAT,Necessary Action Taken,N,6K01,030XX 1st St,70125,6,POINT (-90.09153686 29.94447985)
D0199420,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,1D,3696210,551411,04/02/2020 03:00:05 PM,04/02/2020 05:07:38 PM,04/02/2020 05:09:32 PM,04/02/2020 06:00:02 PM,NAT,Necessary Action Taken,N,7A01,Downman Rd & Chef Menteur Hwy,70126,7,POINT (-90.02090137 30.00973449)
D0199520,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3702616,563231,04/02/2020 03:00:49 PM,04/02/2020 04:47:03 PM,,04/02/2020 05:03:07 PM,GOA,GONE ON ARRIVAL,N,7O07,Crowder Blvd & Hayne Blvd,70127,7,POINT (-90.00022678 30.04203112)
D0199620,100,HIT & RUN,1G,100,HIT & RUN,1G,3712821,558089,04/02/2020 03:02:23 PM,04/02/2020 03:02:23 PM,04/02/2020 03:02:23 PM,04/02/2020 03:34:14 PM,RTF,REPORT TO FOLLOW,Y,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96817036 30.02756361)
D0199720,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3712613,557873,04/02/2020 03:02:34 PM,04/02/2020 03:02:34 PM,04/02/2020 03:02:34 PM,04/02/2020 05:33:07 PM,RTF,REPORT TO FOLLOW,Y,7I01,Read Blvd & Dwyer Rd,70127,7,POINT (-89.96883566 30.02697765)
D0199820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3675844,535735,04/02/2020 03:04:01 PM,04/02/2020 03:04:01 PM,04/02/2020 03:04:10 PM,04/02/2020 04:10:01 PM,NAT,Necessary Action Taken,N,1I03,N Broad St & Bienville St,70119,1,POINT (-90.08578453 29.96725858)
D0199920,67S,SHOPLIFTING,0A,67,THEFT,1G,3711767,554890,04/02/2020 03:06:14 PM,04/02/2020 05:17:40 PM,04/02/2020 05:18:24 PM,04/02/2020 05:49:47 PM,GOA,GONE ON ARRIVAL,N,7H03,097XX Chef Menteur Hwy,70127,7,POINT (-89.97162044 30.01880068)
D0200020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3683076,536133,04/02/2020 03:06:18 PM,04/02/2020 03:06:18 PM,04/02/2020 03:11:50 PM,04/02/2020 05:51:10 PM,NAT,Necessary Action Taken,N,1A01,Saint Bernard Ave & Henriette Delille St,70116,1,POINT (-90.06293164 29.96813228)
D0200120,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3678374,520210,04/02/2020 03:08:39 PM,04/02/2020 03:09:37 PM,04/02/2020 03:18:49 PM,04/02/2020 03:23:50 PM,NAT,Necessary Action Taken,N,6A05,007XX 3rd St,70130,6,POINT (-90.07833115 29.92449323)
E0281920,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3699057,556340,05/03/2020 12:07:48 PM,05/04/2020 12:16:37 AM,05/04/2020 12:27:59 AM,05/04/2020 12:50:47 AM,RTF,REPORT TO FOLLOW,N,7Q01,051XX Bayouview Ct,70126,7,POINT (-90.01172748 30.02319873)
D0200420,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3675980,525255,04/02/2020 03:11:40 PM,04/02/2020 03:54:29 PM,04/02/2020 04:03:03 PM,04/02/2020 05:01:15 PM,NAT,Necessary Action Taken,N,6F03,022XX Philip St,70113,6,POINT (-90.08571536 29.93843663)
D0200620,62C,SIMPLE BURGLARY VEHICLE,1G,67,THEFT,1G,3680456,528289,04/02/2020 03:11:58 PM,04/02/2020 05:19:01 PM,04/02/2020 05:19:50 PM,04/02/2020 06:45:43 PM,RTF,REPORT TO FOLLOW,N,8G03,007XX Blk Saint Charles Ave,70130,8,POINT (-90.07147723 29.94664422)
D0200720,21,COMPLAINT OTHER,1J,62R,RESIDENCE BURGLARY,1E,3698986,532898,04/02/2020 03:12:32 PM,04/02/2020 03:15:11 PM,04/02/2020 03:21:18 PM,04/02/2020 03:27:33 PM,NAT,Necessary Action Taken,N,5E04,009XX Gordon St,70117,5,POINT (-90.01280311 29.95874233)
D0200820,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3679291,526581,04/02/2020 03:12:39 PM,04/02/2020 03:12:39 PM,04/02/2020 03:12:43 PM,04/02/2020 03:33:34 PM,NAT,Necessary Action Taken,N,6G03,017XX Clio St,70113,6,POINT (-90.07521446 29.94198463)
D0201020,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1C,3674515,523407,04/02/2020 03:15:12 PM,04/02/2020 03:18:22 PM,04/02/2020 03:25:22 PM,04/02/2020 03:35:43 PM,GOA,GONE ON ARRIVAL,N,6F02,029XX Danneel St,70115,6,POINT (-90.09040253 29.93339786)
D0201120,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3682303,542021,04/02/2020 03:16:37 PM,04/02/2020 04:18:12 PM,,04/02/2020 04:51:38 PM,GOA,GONE ON ARRIVAL,N,5K03,Allen St & Hope St,70119,5,POINT (-90.06516635 29.98434797)
D0201220,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3669515,519372,04/02/2020 03:18:40 PM,04/02/2020 04:30:24 PM,04/02/2020 05:07:14 PM,04/02/2020 05:13:41 PM,GOA,GONE ON ARRIVAL,N,2F04,Chestnut St & Bordeaux St,70115,2,POINT (-90.10632317 29.92245278)
D0201420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3676100,540590,04/02/2020 03:22:24 PM,04/02/2020 03:22:24 PM,04/02/2020 03:23:08 PM,04/02/2020 04:04:24 PM,NAT,Necessary Action Taken,N,1C04,Esplanade Ave & Mystery St,70119,1,POINT (-90.08480823 29.98059987)
D0201620,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3679553,528670,04/02/2020 03:23:41 PM,04/02/2020 03:23:41 PM,04/02/2020 03:23:41 PM,04/02/2020 05:28:48 PM,NAT,Necessary Action Taken,Y,8H01,007XX Baronne St,70113,8,POINT (-90.07431489 29.94772018)
D0201720,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,3694572,558626,04/02/2020 03:24:08 PM,04/02/2020 03:24:08 PM,04/02/2020 03:24:08 PM,04/02/2020 06:31:18 PM,NAT,Necessary Action Taken,Y,7A05,Downman Rd & Curran Blvd,70126,7,POINT (-90.02581439 30.02962541)
D0201820,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2C,3714623,565281,04/02/2020 03:24:17 PM,04/02/2020 03:34:28 PM,04/02/2020 03:44:06 PM,04/02/2020 03:52:31 PM,GOA,GONE ON ARRIVAL,N,7I10,Bullard Ave & N I-10 Service Rd,70128,7,POINT (-89.96220455 30.04727934)
D0202020,911,SILENT 911 CALL,1A,911,SILENT 911 CALL,2F,3678832,537309,04/02/2020 03:26:42 PM,04/02/2020 03:29:49 PM,04/02/2020 03:31:54 PM,04/02/2020 03:43:49 PM,NAT,Necessary Action Taken,N,1J04,023XX Ursulines Ave,70119,1,POINT (-90.07629245 29.97149484)
D0202120,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3679336,528939,04/02/2020 03:27:28 PM,04/02/2020 04:13:50 PM,04/02/2020 04:13:55 PM,04/02/2020 05:00:37 PM,NAT,Necessary Action Taken,N,8H03,006XX O'Keefe Ave,70113,8,POINT (-90.07499186 29.94846582)
D0202320,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3660938,521143,04/02/2020 03:28:22 PM,04/02/2020 03:55:15 PM,04/02/2020 04:03:44 PM,04/02/2020 05:21:48 PM,RTF,REPORT TO FOLLOW,N,2A05,Magazine St & Audubon St,70118,2,POINT (-90.13334112 29.92757116)
D0202420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673062,526130,04/02/2020 03:28:55 PM,04/02/2020 03:28:55 PM,04/02/2020 03:29:00 PM,04/02/2020 03:54:56 PM,NAT,Necessary Action Taken,N,6I01,029XX S Claiborne Ave,70115,6,POINT (-90.09489756 29.94093056)
D0202520,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3675523,523218,04/02/2020 03:29:19 PM,04/02/2020 03:29:19 PM,04/02/2020 03:29:26 PM,04/02/2020 03:50:53 PM,NAT,Necessary Action Taken,N,6Q05,027XX Baronne St,70113,6,POINT (-90.08722673 29.93284814)
D0202620,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3674074,539269,04/02/2020 03:29:19 PM,04/02/2020 03:29:19 PM,04/02/2020 03:29:19 PM,04/02/2020 03:46:14 PM,NAT,Necessary Action Taken,Y,1M01,008XX Wilson Dr,70119,1,POINT (-90.09125293 29.97702812)
D0202720,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3662170,531508,04/02/2020 03:29:32 PM,04/02/2020 03:31:26 PM,04/02/2020 03:32:18 PM,04/02/2020 04:48:22 PM,RTF,REPORT TO FOLLOW,N,2K02,086XX Blk Cohn St,70118,2,POINT (-90.12910809 29.95603705)
D0202820,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3672767,526765,04/02/2020 03:30:53 PM,04/02/2020 03:32:32 PM,04/02/2020 03:38:45 PM,04/02/2020 03:46:54 PM,NAT,Necessary Action Taken,N,6K01,028XX S Claiborne Ave,70125,6,POINT (-90.09580538 29.94268459)
D0202920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682482,533484,04/02/2020 03:31:06 PM,04/02/2020 03:31:06 PM,,04/02/2020 03:35:24 PM,NAT,Necessary Action Taken,N,8E01,008XX Dumaine St,70116,8,POINT (-90.06490043 29.96086756)
D0203020,21,COMPLAINT OTHER,1J,56,SIMPLE CRIMINAL DAMAGE,1F,3681519,537094,04/02/2020 03:31:22 PM,04/02/2020 03:32:18 PM,04/02/2020 05:31:16 PM,04/02/2020 05:53:16 PM,NAT,Necessary Action Taken,N,1B01,014XX N Claiborne Ave,70116,1,POINT (-90.06781579 29.97082356)
D0203120,103D,DOMESTIC DISTURBANCE,2C,35,SIMPLE BATTERY,1F,3696693,559067,04/02/2020 03:31:39 PM,04/02/2020 06:01:49 PM,04/02/2020 06:09:26 PM,04/02/2020 07:03:01 PM,RTF,REPORT TO FOLLOW,N,7D02,064XX Abbington Dr,70126,7,POINT (-90.01909775 30.03077062)
D0203220,18A,ABANDONED VEHICLE,1J,18A,ABANDONED VEHICLE,1J,3686952,541693,04/02/2020 03:32:09 PM,04/02/2020 04:25:22 PM,04/02/2020 04:31:34 PM,04/02/2020 05:17:01 PM,NAT,Necessary Action Taken,N,5L03,026XX N Dorgenois St,70117,5,POINT (-90.05049414 29.98330128)
D0203320,35D,SIMPLE BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3709492,562925,04/02/2020 03:34:12 PM,04/02/2020 03:36:42 PM,04/02/2020 03:48:47 PM,04/02/2020 05:57:58 PM,RTF,REPORT TO FOLLOW,N,7I06,073XX Read Blvd,70127,7,POINT (-89.97850843 30.04097044)
